age,income,loan_amount,loan_tenure_months,employment_years,num_credit_lines,existing_debts,missed_payments,credit_score,debt_to_income_ratio,loan_to_income_ratio,payment_history_score,education,employment_type,creditworthy
53,71167.66,1046.91,48,10.8,7,2084.82,0,471,0.0293,0.0147,100,High School,Unemployed,1
60,42164.93,6489.34,48,3.0,2,9449.54,0,640,0.2241,0.1539,100,Bachelor,Unemployed,1
30,26380.16,13141.99,24,9.7,4,15063.62,1,631,0.571,0.4982,92,PhD,Self-Employed,0
63,24195.49,8890.27,12,0.2,5,4549.32,3,743,0.188,0.3674,76,Bachelor,Salaried,1
64,15000.0,15195.19,36,0.8,4,6819.38,2,720,0.4546,1.0129,84,Bachelor,Salaried,1
49,70264.83,19327.88,12,2.7,4,11130.73,0,652,0.1584,0.2751,100,Bachelor,Salaried,1
33,52737.62,17994.93,48,3.3,9,9939.45,1,520,0.1885,0.3412,92,High School,Self-Employed,1
32,75002.76,16877.87,24,1.5,2,10798.5,2,615,0.144,0.225,84,High School,Salaried,1
51,86416.69,25272.76,24,2.2,6,13801.29,0,743,0.1597,0.2924,100,PhD,Self-Employed,1
66,57197.92,1000.0,36,0.9,8,6266.23,2,634,0.1096,0.0175,84,High School,Salaried,1
22,58211.16,23840.87,24,3.4,8,15185.13,1,565,0.2609,0.4096,92,Bachelor,Salaried,1
55,44784.95,8696.07,24,7.9,7,0.0,3,742,0.0,0.1942,76,Bachelor,Self-Employed,1
43,47386.14,18281.0,24,5.4,4,13387.19,1,520,0.2825,0.3858,92,Master,Business,1
37,71026.34,3762.67,24,0.6,7,13736.03,0,641,0.1934,0.053,100,Master,Salaried,1
46,51163.75,4732.03,24,3.3,6,4127.65,2,695,0.0807,0.0925,84,High School,Business,1
28,47981.83,17296.94,48,6.0,6,746.82,1,660,0.0156,0.3605,92,Bachelor,Salaried,1
49,54597.03,1000.0,12,3.8,2,6839.16,3,551,0.1253,0.0183,76,Bachelor,Self-Employed,1
46,74499.26,19915.54,60,2.5,8,10019.02,2,576,0.1345,0.2673,84,Bachelor,Unemployed,1
30,39761.45,22079.71,24,4.9,8,6324.5,1,594,0.1591,0.5553,92,Bachelor,Salaried,1
46,53536.37,13422.28,60,17.3,7,10509.71,4,713,0.1963,0.2507,68,High School,Salaried,1
54,60396.11,13134.09,60,0.5,9,17688.72,0,664,0.2929,0.2175,100,PhD,Salaried,1
61,80524.88,5330.91,48,2.5,8,1176.44,0,619,0.0146,0.0662,100,Bachelor,Salaried,1
27,49735.47,17395.6,24,2.6,9,0.0,0,683,0.0,0.3498,100,Bachelor,Self-Employed,1
24,39207.89,14781.32,60,4.3,9,7653.51,3,590,0.1952,0.377,76,Bachelor,Salaried,1
65,44344.06,4627.96,24,0.8,6,4599.16,2,709,0.1037,0.1044,84,High School,Salaried,1
31,78167.26,8868.16,36,1.0,2,5598.43,1,686,0.0716,0.1134,92,Bachelor,Self-Employed,1
49,99732.72,10725.32,36,1.7,7,14334.57,3,632,0.1437,0.1075,76,High School,Self-Employed,1
56,26097.33,8857.58,36,15.6,3,7396.92,0,637,0.2834,0.3394,100,Bachelor,Salaried,1
45,30903.36,1096.71,60,6.6,7,7855.02,2,623,0.2542,0.0355,84,Master,Self-Employed,1
41,51286.47,17592.16,36,5.4,9,5816.01,2,730,0.1134,0.343,84,Master,Self-Employed,1
56,57441.03,10051.92,48,8.5,2,7805.99,0,667,0.1359,0.175,100,High School,Salaried,1
30,72313.33,12122.92,48,0.7,6,9342.51,2,633,0.1292,0.1676,84,Bachelor,Self-Employed,1
57,35395.07,7373.87,60,9.8,6,21922.94,1,572,0.6194,0.2083,92,Bachelor,Business,0
29,31611.6,15802.17,24,4.5,9,9398.29,0,697,0.2973,0.4999,100,Bachelor,Salaried,1
44,58037.92,13589.57,12,2.0,9,13813.48,2,693,0.238,0.2341,84,High School,Business,1
55,49315.18,21702.28,24,8.5,5,8932.0,0,608,0.1811,0.4401,100,Master,Business,1
69,75387.86,15844.79,24,8.1,5,0.0,3,616,0.0,0.2102,76,High School,Business,1
55,65721.92,10378.52,24,9.3,9,5164.64,2,641,0.0786,0.1579,84,Master,Self-Employed,1
68,67218.35,6082.27,24,0.6,8,9394.55,1,558,0.1398,0.0905,92,Bachelor,Self-Employed,1
56,52701.41,18927.62,12,17.4,7,11617.07,1,656,0.2204,0.3591,92,Master,Business,1
38,106822.77,9739.39,36,16.0,8,9051.14,1,518,0.0847,0.0912,92,High School,Self-Employed,1
69,36569.54,10626.26,24,2.2,6,12601.76,2,548,0.3446,0.2906,84,Master,Salaried,0
59,68437.82,10624.23,48,0.3,3,700.08,3,609,0.0102,0.1552,76,High School,Salaried,1
52,27066.82,8787.14,60,0.9,7,8243.96,0,600,0.3046,0.3246,100,Master,Salaried,1
44,31383.71,10763.69,60,24.7,8,14639.82,0,686,0.4665,0.343,100,Bachelor,Salaried,1
43,41638.4,27409.66,48,4.1,8,3142.2,1,673,0.0755,0.6583,92,Bachelor,Salaried,1
52,90845.11,3617.42,24,2.2,1,13602.96,1,760,0.1497,0.0398,92,High School,Salaried,1
57,60805.68,5483.97,12,1.7,7,13344.54,1,657,0.2195,0.0902,92,High School,Unemployed,1
32,42009.48,23074.6,36,1.5,3,1814.88,0,666,0.0432,0.5493,100,Bachelor,Unemployed,1
69,63237.6,9001.56,60,5.5,2,9689.39,0,557,0.1532,0.1423,100,Bachelor,Business,1
33,55773.25,8395.03,36,2.7,2,8794.07,2,557,0.1577,0.1505,84,Bachelor,Unemployed,1
43,44176.59,20278.91,12,16.8,8,7118.19,1,655,0.1611,0.459,92,High School,Unemployed,1
45,24274.17,1000.0,60,5.8,9,365.55,0,657,0.0151,0.0412,100,High School,Business,1
55,86647.93,18571.64,36,7.9,3,6684.7,0,673,0.0771,0.2143,100,Master,Salaried,1
61,59616.0,12364.93,12,1.7,3,7218.52,2,752,0.1211,0.2074,84,Master,Salaried,1
50,102822.24,15718.42,36,0.4,6,0.0,2,561,0.0,0.1529,84,Bachelor,Salaried,1
37,75687.08,15568.25,24,3.3,1,1474.24,2,785,0.0195,0.2057,84,Bachelor,Salaried,1
69,67129.03,6976.14,12,1.9,6,3365.02,3,531,0.0501,0.1039,76,Master,Business,1
40,45425.5,20409.47,36,1.1,3,2758.59,1,680,0.0607,0.4493,92,Master,Salaried,1
68,30902.4,7598.9,24,15.3,4,9631.35,1,550,0.3117,0.2459,92,High School,Salaried,1
45,50209.92,15270.79,24,2.9,9,12557.55,3,708,0.2501,0.3041,76,Master,Salaried,1
42,30265.56,21901.8,12,1.0,3,6447.28,1,531,0.213,0.7236,92,Bachelor,Salaried,1
33,69304.19,23031.21,48,1.1,1,11831.45,2,431,0.1707,0.3323,84,Master,Self-Employed,1
39,90918.35,9862.99,60,1.6,3,12762.44,1,662,0.1404,0.1085,92,Bachelor,Self-Employed,1
69,49259.93,15705.08,12,36.4,7,7573.54,1,640,0.1537,0.3188,92,Bachelor,Salaried,1
56,75778.8,9124.09,24,1.6,7,10040.22,1,738,0.1325,0.1204,92,Bachelor,Self-Employed,1
32,39836.96,32030.37,24,2.0,5,6883.27,1,656,0.1728,0.804,92,Bachelor,Self-Employed,1
61,48345.73,18241.01,12,5.4,1,2385.85,2,590,0.0493,0.3773,84,Bachelor,Business,1
39,37070.79,12672.47,48,1.7,8,4266.2,1,607,0.1151,0.3418,92,Master,Salaried,1
32,15000.0,14500.5,60,1.2,8,9630.74,1,850,0.642,0.9666,92,Bachelor,Salaried,1
29,54196.27,15256.84,36,0.9,2,7393.35,2,580,0.1364,0.2815,84,High School,Salaried,1
27,57825.94,15493.95,12,1.9,3,11685.87,0,692,0.2021,0.2679,100,High School,Business,1
48,78448.94,10080.01,60,0.6,4,0.0,1,682,0.0,0.1285,92,Bachelor,Salaried,1
34,72499.64,8845.38,60,0.1,1,0.0,2,694,0.0,0.122,84,Master,Salaried,1
51,72796.96,10785.17,24,8.2,4,358.88,0,687,0.0049,0.1482,100,Master,Salaried,1
39,33571.2,2882.47,36,0.7,5,8833.27,0,629,0.2631,0.0859,100,Bachelor,Business,1
67,65108.94,17746.2,12,7.5,3,1109.48,2,509,0.017,0.2726,84,Bachelor,Self-Employed,1
36,89817.07,5586.36,24,8.0,2,9600.65,1,662,0.1069,0.0622,92,High School,Salaried,1
25,63357.09,3520.4,24,3.9,6,11765.05,2,649,0.1857,0.0556,84,PhD,Self-Employed,1
55,95229.06,11885.16,48,1.9,8,15581.25,2,660,0.1636,0.1248,84,High School,Salaried,1
32,99417.25,10959.02,60,0.8,7,15029.54,1,695,0.1512,0.1102,92,Bachelor,Salaried,1
45,49093.7,13997.08,12,6.7,1,4522.9,2,617,0.0921,0.2851,84,Bachelor,Salaried,1
41,39667.33,7454.36,12,4.6,4,0.0,2,600,0.0,0.1879,84,Master,Salaried,1
56,38247.83,8859.66,12,5.3,3,4840.29,1,722,0.1265,0.2316,92,High School,Business,1
43,21645.01,17536.96,24,0.0,6,12884.18,0,624,0.5952,0.8102,100,Bachelor,Self-Employed,0
36,43595.14,17049.74,48,13.1,9,6051.55,1,611,0.1388,0.3911,92,Bachelor,Self-Employed,1
59,81568.64,16716.2,36,0.3,9,7878.4,0,604,0.0966,0.2049,100,Bachelor,Salaried,1
65,15000.0,12271.74,24,2.3,7,5214.2,1,698,0.3476,0.8181,92,High School,Salaried,1
62,32176.03,13351.38,36,2.6,9,15906.01,2,633,0.4943,0.4149,84,Bachelor,Salaried,1
59,52203.11,13843.51,48,0.0,8,2927.7,0,827,0.0561,0.2652,100,Bachelor,Self-Employed,1
34,35701.93,6751.67,60,3.4,5,8333.83,0,655,0.2334,0.1891,100,Master,Salaried,1
51,43399.71,23792.37,12,7.0,9,13541.19,2,553,0.312,0.5482,84,High School,Salaried,1
25,43728.75,22652.7,36,8.7,7,17207.75,0,615,0.3935,0.518,100,High School,Self-Employed,1
55,49334.12,18353.96,24,10.6,5,4525.99,1,702,0.0917,0.372,92,Master,Unemployed,1
43,38952.0,8593.11,36,3.3,8,12804.03,2,602,0.3287,0.2206,84,Master,Salaried,1
49,37153.31,16313.15,60,5.0,7,4838.68,1,649,0.1302,0.4391,92,Master,Salaried,1
63,75554.81,19826.96,12,0.4,9,14885.8,2,728,0.197,0.2624,84,Master,Salaried,1
31,78092.39,2214.42,36,3.3,1,16647.34,3,740,0.2132,0.0284,76,High School,Self-Employed,1
38,24628.05,25556.09,60,0.8,9,3552.03,1,608,0.1442,1.0376,92,High School,Salaried,1
67,15000.0,1000.0,24,2.3,7,11267.32,2,629,0.7511,0.0667,84,High School,Self-Employed,0
32,78394.25,17636.85,48,2.0,1,13566.43,0,658,0.1731,0.225,100,PhD,Self-Employed,1
29,27966.39,23626.26,24,2.8,1,6528.66,2,757,0.2334,0.8448,84,Bachelor,Salaried,1
30,59680.39,11095.49,12,4.2,5,10738.57,0,562,0.1799,0.1859,100,High School,Salaried,1
64,20555.22,10796.28,24,11.7,8,11000.09,1,679,0.5351,0.5252,92,High School,Salaried,1
37,83550.61,17341.29,24,2.5,9,18048.25,3,654,0.216,0.2076,76,Master,Salaried,1
58,110960.69,26815.06,24,19.9,6,0.0,3,578,0.0,0.2417,76,Master,Salaried,1
27,59021.75,9751.46,24,7.1,8,7720.43,2,749,0.1308,0.1652,84,Master,Salaried,1
66,52929.74,5752.36,12,3.6,6,1748.73,1,729,0.033,0.1087,92,Bachelor,Self-Employed,1
33,47912.93,8609.8,60,5.2,6,8068.99,1,773,0.1684,0.1797,92,Bachelor,Salaried,1
60,72199.58,1000.0,36,0.5,4,4085.71,1,744,0.0566,0.0139,92,High School,Self-Employed,1
62,67489.11,19182.06,48,9.3,5,6725.41,1,651,0.0997,0.2842,92,High School,Salaried,1
29,77076.97,7887.34,36,4.4,2,3629.26,2,700,0.0471,0.1023,84,High School,Self-Employed,1
47,41185.84,10333.29,36,21.4,3,8776.84,0,677,0.2131,0.2509,100,High School,Business,1
22,62482.59,19276.97,48,5.1,3,13369.47,2,577,0.214,0.3085,84,Bachelor,Business,1
25,43065.7,8984.72,12,9.0,5,6136.33,1,546,0.1425,0.2086,92,Master,Salaried,1
49,31730.26,18072.72,48,8.0,5,15153.11,2,680,0.4775,0.5696,84,High School,Self-Employed,1
57,54097.66,3695.29,12,2.1,6,13219.78,0,658,0.2444,0.0683,100,Master,Business,1
58,34704.72,19669.76,36,1.5,5,18170.35,1,623,0.5236,0.5668,92,Bachelor,Salaried,0
39,80821.99,14735.24,12,2.8,6,10056.79,2,643,0.1244,0.1823,84,Bachelor,Self-Employed,1
28,36037.75,11291.37,60,3.1,8,7691.78,2,792,0.2134,0.3133,84,Bachelor,Business,1
68,62998.01,13047.15,48,1.4,2,73.81,2,476,0.0012,0.2071,84,Bachelor,Salaried,1
65,41724.71,1705.91,60,11.2,4,4091.56,4,701,0.0981,0.0409,68,High School,Salaried,1
21,61095.38,12864.01,36,3.9,6,6960.49,2,717,0.1139,0.2106,84,Bachelor,Self-Employed,1
42,43472.08,10866.64,48,19.2,5,7552.46,0,727,0.1737,0.25,100,Master,Salaried,1
37,27341.35,1924.54,36,8.3,1,19743.61,1,540,0.7221,0.0704,92,Master,Salaried,0
27,65643.0,6631.4,60,4.1,9,6965.12,2,627,0.1061,0.101,84,Bachelor,Salaried,1
45,49820.86,10966.04,36,14.7,3,0.0,0,623,0.0,0.2201,100,Master,Salaried,1
65,61291.67,7141.66,48,3.5,2,11322.85,0,673,0.1847,0.1165,100,Bachelor,Salaried,1
24,45565.46,1000.0,48,10.9,9,11032.49,2,560,0.2421,0.0219,84,PhD,Salaried,1
56,25785.4,20611.1,36,2.2,7,5705.35,0,680,0.2213,0.7993,100,Bachelor,Salaried,1
26,78829.93,10863.28,48,2.4,5,18638.35,2,579,0.2364,0.1378,84,PhD,Self-Employed,1
51,71208.67,1000.0,48,2.7,6,0.0,1,626,0.0,0.014,92,Master,Salaried,1
39,42526.86,29079.7,36,4.0,4,14247.29,1,758,0.335,0.6838,92,Master,Salaried,1
64,56535.14,21931.14,60,4.0,1,6544.52,0,717,0.1158,0.3879,100,High School,Salaried,1
59,77924.43,9208.14,48,3.4,4,3247.91,2,660,0.0417,0.1182,84,Bachelor,Salaried,1
47,44945.16,5260.02,48,1.8,9,20001.99,2,539,0.445,0.117,84,Bachelor,Salaried,0
30,48358.54,15225.53,48,13.1,1,11683.48,3,677,0.2416,0.3148,76,High School,Salaried,1
46,60359.92,13618.61,48,4.4,3,6507.81,3,682,0.1078,0.2256,76,Bachelor,Self-Employed,1
39,44900.0,16336.72,36,2.6,5,6406.18,1,482,0.1427,0.3638,92,PhD,Salaried,1
59,73856.02,5283.04,60,5.3,7,9377.09,2,678,0.127,0.0715,84,Bachelor,Salaried,1
23,51284.18,20782.18,60,7.3,9,5690.18,1,564,0.111,0.4052,92,High School,Self-Employed,1
65,37751.21,8212.3,12,16.2,6,14498.04,1,532,0.384,0.2175,92,Bachelor,Salaried,1
33,68390.05,17446.13,48,3.5,3,8438.43,4,560,0.1234,0.2551,68,High School,Self-Employed,1
48,29873.13,5624.49,48,0.6,7,13087.82,1,477,0.4381,0.1883,92,Bachelor,Business,0
40,99327.33,33185.15,12,2.9,4,9039.63,0,617,0.091,0.3341,100,Bachelor,Salaried,1
48,89814.92,17564.19,60,3.3,3,12349.17,1,570,0.1375,0.1956,92,Bachelor,Unemployed,1
28,66296.9,35073.86,24,11.4,7,14727.55,1,741,0.2221,0.529,92,Master,Business,1
61,64445.28,18620.82,24,2.5,7,16404.65,3,621,0.2545,0.2889,76,High School,Salaried,1
59,63413.71,7508.29,60,15.3,4,10454.73,0,592,0.1649,0.1184,100,Master,Business,1
21,44239.91,18635.05,48,3.3,7,3667.26,0,523,0.0829,0.4212,100,PhD,Business,1
23,61540.81,19204.62,24,18.2,2,7137.09,2,616,0.116,0.3121,84,High School,Unemployed,1
33,34691.08,14986.59,36,0.0,1,7869.31,3,758,0.2268,0.432,76,Master,Self-Employed,1
48,66084.01,17043.14,36,11.5,2,5133.96,2,774,0.0777,0.2579,84,Bachelor,Self-Employed,1
69,74092.63,18093.82,12,13.4,4,4299.23,0,621,0.058,0.2442,100,Bachelor,Salaried,1
45,46682.11,4050.55,60,16.2,8,8872.5,1,644,0.1901,0.0868,92,High School,Salaried,1
53,41907.76,3481.13,60,0.1,3,3083.46,1,706,0.0736,0.0831,92,Bachelor,Salaried,1
58,28325.51,5646.26,24,0.9,6,2113.0,0,568,0.0746,0.1993,100,PhD,Salaried,1
26,87075.02,13020.34,48,5.3,6,0.0,0,680,0.0,0.1495,100,High School,Unemployed,1
64,43655.39,10214.63,60,0.1,9,10401.68,0,839,0.2383,0.234,100,High School,Salaried,1
65,50627.74,4195.44,24,0.3,9,9706.24,1,711,0.1917,0.0829,92,High School,Self-Employed,1
52,61603.42,18202.51,24,1.2,4,6376.62,1,709,0.1035,0.2955,92,Bachelor,Salaried,1
65,61208.57,14264.36,60,3.6,9,12971.16,0,758,0.2119,0.233,100,PhD,Salaried,1
67,71424.32,13351.43,24,3.9,6,3005.95,1,722,0.0421,0.1869,92,Bachelor,Salaried,1
41,46654.74,9936.09,12,0.2,2,9904.37,0,630,0.2123,0.213,100,High School,Salaried,1
36,29949.31,8974.18,12,0.9,6,8270.82,0,556,0.2762,0.2996,100,Bachelor,Unemployed,1
41,26099.36,5269.35,60,3.5,2,4296.6,3,639,0.1646,0.2019,76,Bachelor,Salaried,1
31,42256.38,19469.92,48,4.5,8,5537.29,2,572,0.131,0.4607,84,High School,Salaried,1
57,34059.29,6372.06,12,0.8,4,5152.52,0,627,0.1513,0.1871,100,Bachelor,Salaried,1
56,48320.43,13675.12,12,2.5,5,9263.77,2,580,0.1917,0.283,84,High School,Salaried,1
55,83766.73,25296.08,60,11.7,8,10967.14,0,619,0.1309,0.302,100,Master,Salaried,1
39,46699.88,9341.94,36,34.1,8,5868.03,3,531,0.1257,0.2,76,Bachelor,Salaried,1
40,46691.68,19685.62,24,21.8,6,4439.48,1,595,0.0951,0.4216,92,Master,Salaried,1
38,54639.23,16549.67,12,10.7,4,8686.11,1,682,0.159,0.3029,92,PhD,Salaried,1
67,46076.25,14491.74,36,2.5,1,0.0,1,703,0.0,0.3145,92,PhD,Salaried,1
61,53517.39,15442.79,48,5.8,7,8171.79,2,685,0.1527,0.2886,84,High School,Business,1
69,66899.12,11240.75,36,2.7,8,15808.88,0,620,0.2363,0.168,100,PhD,Salaried,1
34,74464.52,12278.21,60,5.2,9,4480.18,0,660,0.0602,0.1649,100,Master,Salaried,1
35,77070.69,7615.09,48,1.9,2,7115.72,1,806,0.0923,0.0988,92,Master,Self-Employed,1
51,100250.75,12331.66,48,4.7,1,13122.81,1,592,0.1309,0.123,92,High School,Self-Employed,1
21,67525.91,7318.19,36,3.7,4,11773.37,0,778,0.1744,0.1084,100,High School,Business,1
23,104158.54,20045.24,60,0.1,5,8309.2,1,534,0.0798,0.1924,92,PhD,Business,1
36,37917.4,1000.0,12,7.8,1,7707.36,1,513,0.2033,0.0264,92,High School,Salaried,1
43,101008.27,15848.43,36,0.1,5,1822.21,2,638,0.018,0.1569,84,High School,Salaried,1
31,46631.73,14692.69,12,1.7,6,10455.76,0,647,0.2242,0.3151,100,Bachelor,Salaried,1
32,48795.58,13968.13,36,0.0,3,1283.12,1,560,0.0263,0.2863,92,Master,Business,1
30,52362.8,20195.99,12,2.4,7,0.0,0,624,0.0,0.3857,100,Bachelor,Salaried,1
52,50190.34,9711.01,36,0.3,6,13040.52,2,682,0.2598,0.1935,84,PhD,Self-Employed,1
36,56888.49,14043.47,48,12.2,4,9934.93,1,572,0.1746,0.2469,92,Bachelor,Self-Employed,1
28,42239.38,1000.0,24,2.7,3,12398.68,0,731,0.2935,0.0237,100,High School,Salaried,1
58,73259.17,8677.46,48,3.1,5,4317.45,1,740,0.0589,0.1184,92,Bachelor,Salaried,1
32,42837.63,18845.89,12,2.2,3,10331.82,0,750,0.2412,0.4399,100,Bachelor,Salaried,1
44,69423.43,1286.71,60,4.9,9,5804.66,2,577,0.0836,0.0185,84,Bachelor,Salaried,1
48,88609.92,13277.95,48,7.7,9,6363.79,1,588,0.0718,0.1498,92,Bachelor,Salaried,1
28,47143.75,6579.86,24,5.2,6,12868.77,1,636,0.273,0.1396,92,High School,Salaried,1
48,72476.44,11112.1,12,6.9,6,7251.04,1,628,0.1,0.1533,92,High School,Self-Employed,1
56,67301.5,7058.58,48,11.8,4,4518.07,2,624,0.0671,0.1049,84,Bachelor,Business,1
46,104563.51,2022.44,36,10.0,4,1172.41,0,710,0.0112,0.0193,100,Bachelor,Self-Employed,1
28,43893.73,15088.03,60,5.6,2,9803.45,1,699,0.2233,0.3437,92,High School,Self-Employed,1
48,72491.58,11603.23,12,1.2,4,13297.38,0,580,0.1834,0.1601,100,High School,Salaried,1
48,19227.76,16901.03,48,5.1,8,4084.36,0,559,0.2124,0.8789,100,Bachelor,Salaried,1
57,44091.11,18355.5,12,3.5,2,11444.89,1,551,0.2596,0.4163,92,PhD,Salaried,1
61,62774.64,21802.07,36,6.3,9,3286.11,1,580,0.0523,0.3473,92,Bachelor,Salaried,1
56,85649.52,13067.89,24,8.9,1,11746.51,0,718,0.1371,0.1526,100,High School,Business,1
47,28029.47,22148.97,48,6.8,2,8164.57,1,661,0.2913,0.7902,92,Bachelor,Unemployed,1
37,72293.99,4193.8,12,9.4,2,9339.18,0,724,0.1292,0.058,100,Bachelor,Salaried,1
29,53609.08,19271.68,12,0.3,6,4512.95,0,514,0.0842,0.3595,100,Bachelor,Salaried,1
53,21526.39,15675.12,12,0.2,7,9787.75,2,672,0.4547,0.7281,84,High School,Salaried,1
40,58994.91,13864.74,24,1.5,3,5011.56,3,671,0.0849,0.235,76,Bachelor,Salaried,1
33,92601.55,15557.86,12,11.5,9,5931.63,0,746,0.0641,0.168,100,Bachelor,Self-Employed,1
48,30350.7,4314.09,60,8.7,5,411.86,0,617,0.0136,0.1421,100,High School,Self-Employed,1
68,52581.37,2426.03,60,5.7,5,4139.24,0,612,0.0787,0.0461,100,High School,Business,1
49,33293.94,25678.63,12,6.0,4,5372.52,0,771,0.1614,0.7712,100,Bachelor,Self-Employed,1
33,44691.18,10650.22,60,6.5,9,9564.05,0,636,0.214,0.2383,100,Bachelor,Salaried,1
66,86507.74,10536.05,48,14.3,8,10978.28,2,664,0.1269,0.1218,84,PhD,Unemployed,1
55,49026.46,3181.52,60,8.9,4,4960.34,0,688,0.1012,0.0649,100,Bachelor,Self-Employed,1
26,85834.45,1000.0,12,4.9,4,7177.78,0,517,0.0836,0.0117,100,Master,Salaried,1
38,79399.19,11293.45,36,5.5,2,16431.93,0,653,0.207,0.1422,100,High School,Salaried,1
25,47019.77,9267.3,48,1.2,9,8655.54,0,550,0.1841,0.1971,100,Master,Business,1
67,43942.81,12013.87,24,5.4,3,5315.54,1,643,0.121,0.2734,92,Bachelor,Salaried,1
45,35288.03,12697.23,12,2.8,4,0.0,0,626,0.0,0.3598,100,Bachelor,Salaried,1
22,34520.61,31915.69,24,0.8,7,3730.39,0,609,0.1081,0.9245,100,High School,Salaried,1
30,62770.56,9291.36,36,8.2,8,3535.65,3,700,0.0563,0.148,76,High School,Business,1
50,54564.72,24639.52,24,3.6,8,17889.37,0,658,0.3278,0.4516,100,Master,Salaried,1
65,41280.68,25136.19,12,19.0,4,3757.71,0,565,0.091,0.6089,100,High School,Self-Employed,1
25,20927.22,18028.99,12,1.7,7,8255.21,2,562,0.3945,0.8615,84,High School,Business,0
53,57335.93,10118.99,36,3.3,1,9853.79,1,717,0.1719,0.1765,92,High School,Business,1
21,44669.85,1108.22,12,3.0,6,13532.62,0,647,0.3029,0.0248,100,High School,Business,1
38,50703.45,15823.55,36,0.6,6,8040.12,1,536,0.1586,0.3121,92,Bachelor,Salaried,1
52,61702.56,20150.5,36,2.8,6,5448.43,0,617,0.0883,0.3266,100,Bachelor,Salaried,1
67,15000.0,25981.5,12,1.7,2,5117.32,2,637,0.3411,1.732,84,High School,Salaried,1
69,21267.96,4400.34,60,0.9,8,9781.9,1,551,0.4599,0.2069,92,Bachelor,Salaried,0
31,105521.75,10051.79,36,1.7,5,4578.3,2,599,0.0434,0.0953,84,Master,Business,1
41,43854.57,4449.08,12,1.3,5,2479.09,0,723,0.0565,0.1014,100,PhD,Business,1
46,15000.0,6932.18,60,6.6,2,5447.48,3,849,0.3631,0.4621,76,Bachelor,Salaried,1
45,23101.32,17315.1,36,0.2,4,1377.58,0,674,0.0596,0.7495,100,Bachelor,Salaried,1
42,109658.28,6565.56,60,4.8,9,17253.08,2,542,0.1573,0.0599,84,High School,Salaried,1
47,39534.06,5405.83,48,7.1,9,10982.76,0,633,0.2778,0.1367,100,Bachelor,Salaried,1
69,80498.34,18375.97,48,3.3,6,16104.22,3,660,0.2001,0.2283,76,Master,Salaried,1
33,57664.6,15605.91,60,13.4,9,10427.18,3,713,0.1808,0.2706,76,Bachelor,Self-Employed,1
53,44330.73,14800.09,36,6.2,4,15622.97,2,715,0.3524,0.3338,84,Bachelor,Self-Employed,1
54,72059.8,6776.9,12,6.9,1,9837.32,2,759,0.1365,0.094,84,Bachelor,Business,1
61,15000.0,22344.19,24,1.1,2,11630.91,0,650,0.7753,1.4895,100,PhD,Salaried,0
55,23295.08,12115.92,12,7.5,1,0.0,0,651,0.0,0.5201,100,Master,Salaried,1
21,44168.28,31041.52,24,8.9,8,3428.35,1,499,0.0776,0.7028,92,Master,Business,1
41,25456.1,13289.33,24,2.2,9,8184.64,3,569,0.3215,0.522,76,High School,Salaried,0
68,42222.89,1000.0,36,1.2,6,8305.94,1,541,0.1967,0.0237,92,High School,Salaried,1
26,73781.69,1000.0,60,2.4,2,7618.09,0,583,0.1033,0.0136,100,Master,Salaried,1
48,57907.01,16991.6,12,6.7,6,10264.98,2,558,0.1773,0.2934,84,High School,Business,1
37,84273.57,22403.95,60,2.7,9,10471.01,1,563,0.1242,0.2658,92,Bachelor,Self-Employed,1
25,59298.26,5729.37,48,6.7,3,12325.58,1,737,0.2079,0.0966,92,Bachelor,Business,1
51,76834.14,28807.83,36,0.6,9,11344.97,0,496,0.1477,0.3749,100,Bachelor,Salaried,1
25,53590.45,25303.99,36,8.2,2,14020.44,2,634,0.2616,0.4722,84,Bachelor,Business,1
58,42013.94,13684.37,48,1.5,5,14061.17,0,719,0.3347,0.3257,100,Master,Self-Employed,1
23,87572.5,16315.63,12,1.4,2,8873.32,0,626,0.1013,0.1863,100,High School,Salaried,1
43,39394.29,19156.24,48,4.5,7,18408.24,0,756,0.4673,0.4863,100,Master,Unemployed,1
57,62564.59,27119.96,12,0.4,9,14796.65,1,602,0.2365,0.4335,92,Master,Self-Employed,1
57,71915.74,17457.09,24,0.1,7,3965.25,2,790,0.0551,0.2427,84,PhD,Business,1
30,73512.84,13503.45,36,1.5,5,9963.02,3,525,0.1355,0.1837,76,Bachelor,Business,1
30,29360.26,17378.41,12,3.9,4,0.0,0,756,0.0,0.5919,100,Bachelor,Salaried,1
39,78142.91,16298.88,60,11.9,4,0.0,0,578,0.0,0.2086,100,PhD,Salaried,1
37,33462.98,19395.28,60,9.4,8,5502.53,1,766,0.1644,0.5796,92,Bachelor,Salaried,1
41,72835.48,1000.0,36,3.4,1,3622.78,1,613,0.0497,0.0137,92,Bachelor,Self-Employed,1
34,66773.82,14526.83,48,0.2,5,5533.29,0,738,0.0829,0.2175,100,Bachelor,Self-Employed,1
29,73009.87,15683.52,48,3.8,2,9642.47,1,752,0.1321,0.2148,92,High School,Business,1
66,28489.92,11417.22,12,6.1,9,14126.45,3,604,0.4958,0.4007,76,Bachelor,Salaried,0
21,67934.45,18273.33,48,2.1,7,13858.76,1,732,0.204,0.269,92,Bachelor,Self-Employed,1
